node	mat	pat	mat:pat	color
utig4-636	7	0	7:0	#AAAAAA
utig4-637	45	0	45:0	#AAAAAA
utig4-638	36	0	36:0	#AAAAAA
utig4-639	7	0	7:0	#AAAAAA
utig4-640	7	0	7:0	#AAAAAA
utig4-641	55	0	55:0	#AAAAAA
utig4-642	56	0	56:0	#AAAAAA
utig4-643	189	38773	189:38773	#8888FF
utig4-644	0	149	0:149	#8888FF
utig4-645	108	19777	108:19777	#8888FF
utig4-646	0	0	0:0	#AAAAAA
utig4-647	36	0	36:0	#AAAAAA
utig4-648	0	0	0:0	#AAAAAA
utig4-649	5	0	5:0	#AAAAAA
utig4-650	0	0	0:0	#AAAAAA
utig4-651	14	0	14:0	#AAAAAA
utig4-652	0	0	0:0	#AAAAAA
utig4-653	9168	11	9168:11	#FF8888
utig4-654	2152	72	2152:72	#FF8888
utig4-655	8	3098	8:3098	#8888FF
utig4-656	0	0	0:0	#AAAAAA
utig4-657	24	0	24:0	#AAAAAA
utig4-658	24	0	24:0	#AAAAAA
utig4-659	56	0	56:0	#AAAAAA
utig4-660	36	0	36:0	#AAAAAA
utig4-661	53	0	53:0	#AAAAAA
utig4-662	27	0	27:0	#AAAAAA
utig4-663	27	0	27:0	#AAAAAA
utig4-664	195986	295	195986:295	#FF8888
utig4-665	29	0	29:0	#AAAAAA
utig4-666	48	0	48:0	#AAAAAA
utig4-667	602	205219	602:205219	#8888FF
utig4-668	157	92137	157:92137	#8888FF
utig4-669	0	0	0:0	#AAAAAA
utig4-670	18	0	18:0	#AAAAAA
utig4-671	60	0	60:0	#AAAAAA
utig4-672	13	0	13:0	#AAAAAA
utig4-673	0	0	0:0	#AAAAAA
utig4-674	18	0	18:0	#AAAAAA
utig4-675	18	0	18:0	#AAAAAA
utig4-676	0	0	0:0	#AAAAAA
utig4-677	16	0	16:0	#AAAAAA
utig4-678	0	0	0:0	#AAAAAA
utig4-679	0	32	0:32	#AAAAAA
utig4-680	0	0	0:0	#AAAAAA
utig4-681	0	32	0:32	#AAAAAA
utig4-682	0	32	0:32	#AAAAAA
utig4-683	0	32	0:32	#AAAAAA
utig4-684	3	5304	3:5304	#8888FF
utig4-685	0	23	0:23	#AAAAAA
utig4-686	0	23	0:23	#AAAAAA
utig4-687	0	5	0:5	#AAAAAA
utig4-688	0	5	0:5	#AAAAAA
utig4-689	0	43	0:43	#AAAAAA
utig4-690	0	120	0:120	#8888FF
utig4-691	0	120	0:120	#8888FF
utig4-692	0	43	0:43	#AAAAAA
utig4-693	0	43	0:43	#AAAAAA
utig4-694	19	1	19:1	#AAAAAA
utig4-695	73	52785	73:52785	#8888FF
utig4-696	44125	85	44125:85	#FF8888
utig4-697	367	201424	367:201424	#8888FF
utig4-698	10	14437	10:14437	#8888FF
utig4-699	19	0	19:0	#AAAAAA
utig4-700	38	0	38:0	#AAAAAA
utig4-701	55	0	55:0	#AAAAAA
utig4-702	26	0	26:0	#AAAAAA
utig4-703	24	0	24:0	#AAAAAA
utig4-704	55	0	55:0	#AAAAAA
utig4-705	55	0	55:0	#AAAAAA
utig4-706	0	0	0:0	#AAAAAA
utig4-707	0	30	0:30	#AAAAAA
utig4-708	7679	63	7679:63	#FF8888
utig4-709	14	7537	14:7537	#8888FF
utig4-710	604	195820	604:195820	#8888FF
utig4-711	235390	345	235390:345	#FF8888
utig4-712	24	0	24:0	#AAAAAA
utig4-713	34	0	34:0	#AAAAAA
utig4-714	58	0	58:0	#AAAAAA
utig4-715	92	0	92:0	#AAAAAA
utig4-716	58	0	58:0	#AAAAAA
utig4-717	111	0	111:0	#FF8888
utig4-718	94438	0	94438:0	#FF8888
utig4-719	0	9	0:9	#AAAAAA
utig4-720	0	0	0:0	#AAAAAA
utig4-721	27483	24	27483:24	#FF8888
utig4-722	0	0	0:0	#AAAAAA
utig4-723	0	0	0:0	#AAAAAA
utig4-724	0	0	0:0	#AAAAAA
utig4-725	0	0	0:0	#AAAAAA
utig4-726	0	0	0:0	#AAAAAA
utig4-727	0	0	0:0	#AAAAAA
utig4-728	0	0	0:0	#AAAAAA
utig4-729	6	0	6:0	#AAAAAA
utig4-730	101291	79	101291:79	#FF8888
utig4-731	19240	36	19240:36	#FF8888
utig4-732	0	0	0:0	#AAAAAA
utig4-733	16	0	16:0	#AAAAAA
utig4-734	16	0	16:0	#AAAAAA
utig4-735	0	0	0:0	#AAAAAA
utig4-736	16	0	16:0	#AAAAAA
utig4-737	129483	130	129483:130	#FF8888
utig4-738	25	0	25:0	#AAAAAA
utig4-739	25	0	25:0	#AAAAAA
utig4-740	2	0	2:0	#AAAAAA
utig4-741	49	18752	49:18752	#8888FF
utig4-742	27116	2	27116:2	#FF8888
utig4-743	67	82779	67:82779	#8888FF
utig4-744	47780	110	47780:110	#FF8888
utig4-745	13028	8	13028:8	#FF8888
utig4-746	22	0	22:0	#AAAAAA
utig4-747	13751	15	13751:15	#FF8888
utig4-748	195	8591	195:8591	#8888FF
utig4-749	127	19461	127:19461	#8888FF
utig4-750	14388	83	14388:83	#FF8888
utig4-751	84	26301	84:26301	#8888FF
utig4-752	71520	145	71520:145	#FF8888
utig4-753	0	64	0:64	#AAAAAA
utig4-754	30	5	30:5	#AAAAAA
utig4-755	13893	39	13893:39	#FF8888
utig4-756	19	19614	19:19614	#8888FF
utig4-757	216	48291	216:48291	#8888FF
utig4-758	13	13750	13:13750	#8888FF
utig4-759	20122	1	20122:1	#FF8888
utig4-760	77	16820	77:16820	#8888FF
utig4-761	44	8720	44:8720	#8888FF
utig4-762	6930	7	6930:7	#FF8888
utig4-763	255710	363	255710:363	#FF8888
utig4-764	26366	39	26366:39	#FF8888
utig4-765	60	30687	60:30687	#8888FF
utig4-766	398	238304	398:238304	#8888FF
utig4-767	382323	415	382323:415	#FF8888
utig4-768	0	1160	0:1160	#8888FF
utig4-769	11696	78	11696:78	#FF8888
utig4-770	27	4	27:4	#AAAAAA
utig4-771	6	4	6:4	#AAAAAA
utig4-772	655	117574	655:117574	#8888FF
utig4-773	49777	78	49777:78	#FF8888
utig4-774	179	68507	179:68507	#8888FF
utig4-775	63747	202	63747:202	#FF8888
utig4-776	0	324	0:324	#8888FF
utig4-777	0	226	0:226	#8888FF
utig4-778	0	215	0:215	#8888FF
utig4-779	0	138	0:138	#8888FF
utig4-780	0	141	0:141	#8888FF
utig4-781	0	212	0:212	#8888FF
utig4-782	0	141	0:141	#8888FF
utig4-783	0	141	0:141	#8888FF
utig4-784	219	132360	219:132360	#8888FF
utig4-785	588	336065	588:336065	#8888FF
utig4-786	361579	381	361579:381	#FF8888
utig4-787	0	147	0:147	#8888FF
utig4-788	0	233	0:233	#8888FF
utig4-789	256600	196	256600:196	#FF8888
utig4-790	57	10	57:10	#AAAAAA
utig4-791	0	0	0:0	#AAAAAA
utig4-792	0	150003	0:150003	#8888FF
utig4-793	0	33307	0:33307	#8888FF
utig4-794	4	831227	4:831227	#8888FF
utig4-795	0	9190482	0:9190482	#8888FF
utig4-796	0	26055	0:26055	#8888FF
utig4-797	0	915451	0:915451	#8888FF
utig4-798	176696	250	176696:250	#FF8888
utig4-799	23692	21	23692:21	#FF8888
utig4-800	0	29	0:29	#AAAAAA
utig4-801	3	0	3:0	#AAAAAA
utig4-802	267571	157	267571:157	#FF8888
utig4-803	73	27538	73:27538	#8888FF
utig4-804	0	27	0:27	#AAAAAA
utig4-805	29	0	29:0	#AAAAAA
utig4-806	0	519	0:519	#8888FF
utig4-807	5	16689	5:16689	#8888FF
utig4-808	0	466	0:466	#8888FF
utig4-809	0	0	0:0	#AAAAAA
utig4-810	0	28	0:28	#AAAAAA
utig4-811	0	4	0:4	#AAAAAA
utig4-812	0	0	0:0	#AAAAAA
utig4-813	0	0	0:0	#AAAAAA
utig4-814	0	0	0:0	#AAAAAA
utig4-815	0	0	0:0	#AAAAAA
utig4-816	75	10889748	75:10889748	#8888FF
utig4-817	1039819	81	1039819:81	#FF8888
utig4-818	13189	84	13189:84	#FF8888
utig4-819	30	0	30:0	#AAAAAA
utig4-820	32	158	32:158	#FFFF00
utig4-821	62	0	62:0	#AAAAAA
utig4-822	171389	104	171389:104	#FF8888
utig4-823	355	179718	355:179718	#8888FF
utig4-824	338346	3773	338346:3773	#FF8888
utig4-825	7278	18	7278:18	#FF8888
utig4-826	575	7499	575:7499	#8888FF
utig4-827	24	2585	24:2585	#8888FF
utig4-828	2916	35	2916:35	#FF8888
utig4-829	34	0	34:0	#AAAAAA
utig4-830	0	0	0:0	#AAAAAA
utig4-831	9	0	9:0	#AAAAAA
utig4-832	0	0	0:0	#AAAAAA
utig4-833	0	4	0:4	#AAAAAA
utig4-834	0	0	0:0	#AAAAAA
utig4-835	0	0	0:0	#AAAAAA
utig4-836	0	3	0:3	#AAAAAA
utig4-837	0	0	0:0	#AAAAAA
utig4-838	38	0	38:0	#AAAAAA
utig4-839	0	0	0:0	#AAAAAA
utig4-840	0	0	0:0	#AAAAAA
utig4-841	0	0	0:0	#AAAAAA
utig4-842	0	0	0:0	#AAAAAA
utig4-843	38	0	38:0	#AAAAAA
utig4-844	9	0	9:0	#AAAAAA
utig4-845	7	0	7:0	#AAAAAA
utig4-846	438139	19	438139:19	#FF8888
utig4-847	0	90	0:90	#AAAAAA
utig4-848	56	0	56:0	#AAAAAA
utig4-849	67	0	67:0	#AAAAAA
utig4-850	56	0	56:0	#AAAAAA
utig4-851	17	0	17:0	#AAAAAA
utig4-852	17	0	17:0	#AAAAAA
utig4-853	39	0	39:0	#AAAAAA
utig4-854	54	0	54:0	#AAAAAA
utig4-855	27	0	27:0	#AAAAAA
utig4-856	145	0	145:0	#FF8888
utig4-857	56	0	56:0	#AAAAAA
utig4-858	27	0	27:0	#AAAAAA
utig4-859	29	0	29:0	#AAAAAA
utig4-860	19	0	19:0	#AAAAAA
utig4-861	77	0	77:0	#AAAAAA
utig4-862	96	0	96:0	#AAAAAA
utig4-863	36	0	36:0	#AAAAAA
utig4-864	29	0	29:0	#AAAAAA
utig4-865	3	24	3:24	#AAAAAA
utig4-866	35118	49	35118:49	#FF8888
utig4-867	73	47464	73:47464	#8888FF
utig4-868	14779	61	14779:61	#FF8888
utig4-869	54	11140	54:11140	#8888FF
utig4-870	0	231	0:231	#8888FF
utig4-871	0	879	0:879	#8888FF
utig4-872	0	697	0:697	#8888FF
utig4-873	0	99	0:99	#AAAAAA
utig4-874	0	68	0:68	#AAAAAA
utig4-875	0	77	0:77	#AAAAAA
utig4-876	1369	20	1369:20	#FF8888
utig4-877	129364	155	129364:155	#FF8888
utig4-878	212	129226	212:129226	#8888FF
utig4-879	12	928	12:928	#8888FF
utig4-880	50	39420	50:39420	#8888FF
utig4-881	63313	41	63313:41	#FF8888
utig4-882	43	0	43:0	#AAAAAA
utig4-883	294248	298	294248:298	#FF8888
utig4-884	27	676	27:676	#8888FF
utig4-885	3211	0	3211:0	#FF8888
utig4-886	183	1	183:1	#FF8888
utig4-887	0	91	0:91	#AAAAAA
utig4-888	59	0	59:0	#AAAAAA
utig4-889	0	0	0:0	#AAAAAA
utig4-890	0	0	0:0	#AAAAAA
utig4-891	0	0	0:0	#AAAAAA
utig4-892	2185	16	2185:16	#FF8888
utig4-893	0	142	0:142	#8888FF
utig4-894	0	96	0:96	#AAAAAA
utig4-895	47	21423	47:21423	#8888FF
utig4-896	13072	0	13072:0	#FF8888
utig4-897	74172	189	74172:189	#FF8888
utig4-898	215	70723	215:70723	#8888FF
utig4-899	0	32	0:32	#AAAAAA
utig4-900	28	12131	28:12131	#8888FF
utig4-901	116636	381	116636:381	#FF8888
utig4-902	460	106857	460:106857	#8888FF
utig4-903	787	104966	787:104966	#8888FF
utig4-904	120298	318	120298:318	#FF8888
utig4-905	106	0	106:0	#FF8888
utig4-906	409	273303	409:273303	#8888FF
utig4-907	235209	361	235209:361	#FF8888
utig4-908	0	9	0:9	#AAAAAA
utig4-909	0	490	0:490	#8888FF
utig4-910	0	51	0:51	#AAAAAA
utig4-911	0	20	0:20	#AAAAAA
utig4-912	0	27	0:27	#AAAAAA
utig4-913	0	35	0:35	#AAAAAA
utig4-914	0	176	0:176	#8888FF
utig4-915	0	69	0:69	#AAAAAA
utig4-916	0	0	0:0	#AAAAAA
utig4-917	38	46405	38:46405	#8888FF
utig4-918	43766	98	43766:98	#FF8888
utig4-919	128510	185	128510:185	#FF8888
utig4-920	266	111256	266:111256	#8888FF
utig4-921	0	0	0:0	#AAAAAA
utig4-922	0	0	0:0	#AAAAAA
utig4-923	0	0	0:0	#AAAAAA
utig4-924	6	0	6:0	#AAAAAA
utig4-925	9029	62	9029:62	#FF8888
utig4-926	0	0	0:0	#AAAAAA
utig4-927	0	0	0:0	#AAAAAA
utig4-928	0	0	0:0	#AAAAAA
utig4-929	0	0	0:0	#AAAAAA
utig4-930	0	12205	0:12205	#8888FF
utig4-931	344	285836	344:285836	#8888FF
utig4-932	0	0	0:0	#AAAAAA
utig4-933	0	176	0:176	#8888FF
utig4-934	103	0	103:0	#FF8888
utig4-935	148	0	148:0	#FF8888
utig4-936	10	0	10:0	#AAAAAA
utig4-937	17	0	17:0	#AAAAAA
utig4-938	24	0	24:0	#AAAAAA
utig4-939	7	0	7:0	#AAAAAA
utig4-940	0	2	0:2	#AAAAAA
utig4-941	0	13	0:13	#AAAAAA
utig4-942	0	13	0:13	#AAAAAA
utig4-943	0	142	0:142	#8888FF
utig4-944	0	289	0:289	#8888FF
utig4-945	0	328	0:328	#8888FF
utig4-946	0	105	0:105	#8888FF
utig4-947	0	487	0:487	#8888FF
utig4-948	0	2644	0:2644	#8888FF
utig4-949	0	60	0:60	#AAAAAA
utig4-950	0	20819	0:20819	#8888FF
utig4-951	26	0	26:0	#AAAAAA
utig4-952	185645	274	185645:274	#FF8888
utig4-953	371	239459	371:239459	#8888FF
utig4-954	0	443	0:443	#8888FF
utig4-955	0	0	0:0	#AAAAAA
utig4-956	0	0	0:0	#AAAAAA
utig4-957	17	0	17:0	#AAAAAA
utig4-958	47	0	47:0	#AAAAAA
utig4-959	0	5860	0:5860	#8888FF
utig4-960	9071	15	9071:15	#FF8888
utig4-961	0	94	0:94	#AAAAAA
utig4-962	367	182818	367:182818	#8888FF
utig4-963	150288	115	150288:115	#FF8888
utig4-964	17	349005	17:349005	#8888FF
utig4-965	0	0	0:0	#AAAAAA
utig4-966	0	18	0:18	#AAAAAA
utig4-967	72	0	72:0	#AAAAAA
utig4-968	0	0	0:0	#AAAAAA
utig4-969	139	42564	139:42564	#8888FF
utig4-970	52	38605	52:38605	#8888FF
utig4-971	644	238569	644:238569	#8888FF
utig4-972	58	22148	58:22148	#8888FF
utig4-973	200206	118	200206:118	#FF8888
utig4-974	0	0	0:0	#AAAAAA
utig4-975	6865	0	6865:0	#FF8888
utig4-976	237593	87	237593:87	#FF8888
utig4-977	103	143106	103:143106	#8888FF
utig4-978	20402	9	20402:9	#FF8888
utig4-979	63	18057	63:18057	#8888FF
utig4-980	156471	170	156471:170	#FF8888
utig4-981	20	0	20:0	#AAAAAA
utig4-982	73145	66	73145:66	#FF8888
utig4-983	160	62781	160:62781	#8888FF
utig4-984	2	30	2:30	#AAAAAA
utig4-985	0	0	0:0	#AAAAAA
utig4-986	0	30	0:30	#AAAAAA
utig4-987	0	0	0:0	#AAAAAA
utig4-988	0	0	0:0	#AAAAAA
utig4-989	0	30	0:30	#AAAAAA
utig4-990	0	30	0:30	#AAAAAA
utig4-991	0	43	0:43	#AAAAAA
utig4-992	0	0	0:0	#AAAAAA
utig4-993	188054	246	188054:246	#FF8888
utig4-994	723	172586	723:172586	#8888FF
utig4-995	30	0	30:0	#AAAAAA
utig4-996	0	28	0:28	#AAAAAA
utig4-997	0	873	0:873	#8888FF
utig4-998	0	141	0:141	#8888FF
utig4-999	55	0	55:0	#AAAAAA
utig4-1000	49950	41	49950:41	#FF8888
utig4-1001	35981	10	35981:10	#FF8888
utig4-1002	31	18093	31:18093	#8888FF
utig4-1003	95	12250	95:12250	#8888FF
utig4-1004	1137	396821	1137:396821	#8888FF
utig4-1005	194127	475	194127:475	#FF8888
utig4-1006	0	125	0:125	#8888FF
utig4-1007	0	105	0:105	#8888FF
utig4-1008	9	0	9:0	#AAAAAA
utig4-1009	1	267	1:267	#8888FF
utig4-1010	0	28	0:28	#AAAAAA
utig4-1011	0	171	0:171	#8888FF
utig4-1012	0	173	0:173	#8888FF
utig4-1013	0	0	0:0	#AAAAAA
utig4-1014	30025	0	30025:0	#FF8888
utig4-1015	137	229207	137:229207	#8888FF
utig4-1016	11	1271	11:1271	#8888FF
utig4-1017	0	0	0:0	#AAAAAA
utig4-1018	0	0	0:0	#AAAAAA
utig4-1019	0	0	0:0	#AAAAAA
utig4-1020	0	22	0:22	#AAAAAA
utig4-1021	0	0	0:0	#AAAAAA
utig4-1022	0	0	0:0	#AAAAAA
utig4-1023	0	0	0:0	#AAAAAA
utig4-1024	0	30	0:30	#AAAAAA
utig4-1025	0	30	0:30	#AAAAAA
utig4-1026	0	30	0:30	#AAAAAA
utig4-1027	0	223	0:223	#8888FF
utig4-1028	0	173	0:173	#8888FF
utig4-1029	0	430	0:430	#8888FF
utig4-1030	0	280	0:280	#8888FF
utig4-1031	325526	135	325526:135	#FF8888
utig4-1032	0	451	0:451	#8888FF
utig4-1033	5489	0	5489:0	#FF8888
utig4-1034	0	70	0:70	#AAAAAA
utig4-1035	333	169948	333:169948	#8888FF
utig4-1036	0	358	0:358	#8888FF
utig4-1037	0	3321	0:3321	#8888FF
utig4-1038	0	88	0:88	#AAAAAA
utig4-1039	0	0	0:0	#AAAAAA
utig4-1040	126880	235	126880:235	#FF8888
utig4-1041	338	107949	338:107949	#8888FF
utig4-1042	0	1	0:1	#AAAAAA
utig4-1043	151	39662	151:39662	#8888FF
utig4-1044	34119	46	34119:46	#FF8888
utig4-1045	0	97	0:97	#AAAAAA
utig4-1046	0	48	0:48	#AAAAAA
utig4-1047	0	98	0:98	#AAAAAA
utig4-1048	382	227196	382:227196	#8888FF
utig4-1049	0	30	0:30	#AAAAAA
utig4-1050	0	0	0:0	#AAAAAA
utig4-1051	0	30	0:30	#AAAAAA
utig4-1052	144798	278	144798:278	#FF8888
utig4-1053	449	179498	449:179498	#8888FF
utig4-1054	0	30	0:30	#AAAAAA
utig4-1055	51196	98	51196:98	#FF8888
utig4-1056	126	54289	126:54289	#8888FF
utig4-1057	0	307	0:307	#8888FF
utig4-1058	0	185	0:185	#8888FF
utig4-1059	0	332	0:332	#8888FF
utig4-1060	5	97	5:97	#8888FF
utig4-1061	307	102068	307:102068	#8888FF
utig4-1062	87482	81	87482:81	#FF8888
utig4-1063	15503	87	15503:87	#FF8888
utig4-1064	115	15761	115:15761	#8888FF
utig4-1065	0	16513	0:16513	#8888FF
utig4-1066	0	6823	0:6823	#8888FF
utig4-1067	0	11889	0:11889	#8888FF
utig4-1068	0	9872	0:9872	#8888FF
utig4-1069	0	9875	0:9875	#8888FF
utig4-1070	0	214	0:214	#8888FF
utig4-1071	114	24837	114:24837	#8888FF
utig4-1072	100599	60	100599:60	#FF8888
utig4-1073	199	68063	199:68063	#8888FF
utig4-1074	0	0	0:0	#AAAAAA
utig4-1075	0	30	0:30	#AAAAAA
utig4-1076	0	37	0:37	#AAAAAA
utig4-1077	1508	234445	1508:234445	#8888FF
utig4-1078	239947	235	239947:235	#FF8888
utig4-1079	627	0	627:0	#FF8888
utig4-1080	0	77	0:77	#AAAAAA
utig4-1081	0	0	0:0	#AAAAAA
utig4-1082	100539	137	100539:137	#FF8888
utig4-1083	19	1	19:1	#AAAAAA
utig4-1084	427	153679	427:153679	#8888FF
utig4-1085	0	1195	0:1195	#8888FF
utig4-1086	0	31	0:31	#AAAAAA
utig4-1087	0	0	0:0	#AAAAAA
utig4-1088	187962	256	187962:256	#FF8888
utig4-1089	417	155775	417:155775	#8888FF
utig4-1090	313	137072	313:137072	#8888FF
utig4-1091	132461	237	132461:237	#FF8888
utig4-1092	0	0	0:0	#AAAAAA
utig4-1093	0	0	0:0	#AAAAAA
utig4-1094	0	27	0:27	#AAAAAA
utig4-1095	0	0	0:0	#AAAAAA
utig4-1096	7	0	7:0	#AAAAAA
utig4-1097	208362	117	208362:117	#FF8888
utig4-1098	295	206665	295:206665	#8888FF
utig4-1099	67228	96	67228:96	#FF8888
utig4-1100	125	67958	125:67958	#8888FF
utig4-1101	0	0	0:0	#AAAAAA
utig4-1102	30	0	30:0	#AAAAAA
utig4-1103	0	0	0:0	#AAAAAA
utig4-1104	0	0	0:0	#AAAAAA
utig4-1105	0	0	0:0	#AAAAAA
utig4-1106	0	151	0:151	#8888FF
utig4-1107	0	112	0:112	#8888FF
utig4-1108	0	50	0:50	#AAAAAA
utig4-1109	0	1	0:1	#AAAAAA
utig4-1110	90	0	90:0	#AAAAAA
utig4-1111	2	63	2:63	#AAAAAA
utig4-1112	203	77519	203:77519	#8888FF
utig4-1113	0	38	0:38	#AAAAAA
utig4-1114	25	0	25:0	#AAAAAA
utig4-1115	68592	45	68592:45	#FF8888
utig4-1116	160	65546	160:65546	#8888FF
utig4-1117	28679	7	28679:7	#FF8888
utig4-1118	0	0	0:0	#AAAAAA
utig4-1119	0	0	0:0	#AAAAAA
utig4-1120	30	0	30:0	#AAAAAA
utig4-1121	0	0	0:0	#AAAAAA
utig4-1122	184	0	184:0	#FF8888
utig4-1123	1	56	1:56	#AAAAAA
utig4-1124	0	0	0:0	#AAAAAA
utig4-1125	0	0	0:0	#AAAAAA
utig4-1126	172714	239	172714:239	#FF8888
utig4-1127	384	143032	384:143032	#8888FF
utig4-1128	360	206801	360:206801	#8888FF
utig4-1129	240362	180	240362:180	#FF8888
utig4-1130	0	0	0:0	#AAAAAA
utig4-1131	0	0	0:0	#AAAAAA
utig4-1132	27	0	27:0	#AAAAAA
utig4-1133	73625	182	73625:182	#FF8888
utig4-1134	368	96074	368:96074	#8888FF
utig4-1135	0	0	0:0	#AAAAAA
utig4-1136	98815	103	98815:103	#FF8888
utig4-1137	162	70828	162:70828	#8888FF
utig4-1138	0	0	0:0	#AAAAAA
utig4-1139	167489	127	167489:127	#FF8888
utig4-1140	313	138091	313:138091	#8888FF
utig4-1141	857	250319	857:250319	#8888FF
utig4-1142	285616	426	285616:426	#FF8888
utig4-1143	0	0	0:0	#AAAAAA
utig4-1144	33	6287	33:6287	#8888FF
utig4-1145	5997	8	5997:8	#FF8888
utig4-1146	0	0	0:0	#AAAAAA
utig4-1147	817	7	817:7	#FF8888
utig4-1148	6	895	6:895	#8888FF
utig4-1149	306031	534	306031:534	#FF8888
utig4-1150	1078	315546	1078:315546	#8888FF
utig4-1151	0	0	0:0	#AAAAAA
utig4-1152	169	30305	169:30305	#8888FF
utig4-1153	30851	45	30851:45	#FF8888
utig4-1154	23910	77	23910:77	#FF8888
utig4-1155	268	18465	268:18465	#8888FF
utig4-1156	0	22	0:22	#AAAAAA
utig4-1157	0	30	0:30	#AAAAAA
utig4-1158	0	0	0:0	#AAAAAA
utig4-1159	321992	333	321992:333	#FF8888
utig4-1160	466	292042	466:292042	#8888FF
utig4-1161	87213	73	87213:73	#FF8888
utig4-1162	206	88983	206:88983	#8888FF
utig4-1163	0	0	0:0	#AAAAAA
utig4-1164	139	34694	139:34694	#8888FF
utig4-1165	43058	33	43058:33	#FF8888
utig4-1166	0	0	0:0	#AAAAAA
utig4-1167	178162	162	178162:162	#FF8888
utig4-1168	0	0	0:0	#AAAAAA
utig4-1169	72204	89	72204:89	#FF8888
utig4-1170	151	89488	151:89488	#8888FF
utig4-1171	0	4	0:4	#AAAAAA
utig4-1172	0	0	0:0	#AAAAAA
utig4-1173	0	0	0:0	#AAAAAA
utig4-1174	0	0	0:0	#AAAAAA
utig4-1175	0	1776	0:1776	#8888FF
utig4-1176	1959	3	1959:3	#FF8888
utig4-1177	0	0	0:0	#AAAAAA
utig4-1178	0	40	0:40	#AAAAAA
utig4-1179	16680	8	16680:8	#FF8888
utig4-1180	17	1748	17:1748	#8888FF
utig4-1181	3	0	3:0	#AAAAAA
utig4-1182	190781	332	190781:332	#FF8888
utig4-1183	457	168634	457:168634	#8888FF
utig4-1184	0	82	0:82	#AAAAAA
utig4-1185	11	0	11:0	#AAAAAA
utig4-1186	30780	11	30780:11	#FF8888
utig4-1187	10	25767	10:25767	#8888FF
utig4-1188	65	5075	65:5075	#8888FF
utig4-1189	6388	77	6388:77	#FF8888
utig4-1190	0	0	0:0	#AAAAAA
utig4-1191	3	4523	3:4523	#8888FF
utig4-1192	3773	0	3773:0	#FF8888
utig4-1193	0	0	0:0	#AAAAAA
utig4-1194	29	0	29:0	#AAAAAA
utig4-1195	0	0	0:0	#AAAAAA
utig4-1196	207	101252	207:101252	#8888FF
utig4-1197	110148	115	110148:115	#FF8888
utig4-1198	113	46827	113:46827	#8888FF
utig4-1199	37820	77	37820:77	#FF8888
utig4-1200	0	0	0:0	#AAAAAA
utig4-1201	0	0	0:0	#AAAAAA
utig4-1202	0	0	0:0	#AAAAAA
utig4-1203	55843	39	55843:39	#FF8888
utig4-1204	113	75312	113:75312	#8888FF
utig4-1205	0	0	0:0	#AAAAAA
utig4-1206	0	0	0:0	#AAAAAA
utig4-1207	444	166172	444:166172	#8888FF
utig4-1208	297964	187	297964:187	#FF8888
utig4-1209	237	28065	237:28065	#8888FF
utig4-1210	35789	120	35789:120	#FF8888
utig4-1211	596	261867	596:261867	#8888FF
utig4-1212	0	0	0:0	#AAAAAA
utig4-1213	108	60453	108:60453	#8888FF
utig4-1214	50011	80	50011:80	#FF8888
utig4-1215	311	99907	311:99907	#8888FF
utig4-1216	0	0	0:0	#AAAAAA
utig4-1217	999	0	999:0	#FF8888
utig4-1218	3	2816	3:2816	#8888FF
utig4-1219	2	0	2:0	#AAAAAA
utig4-1220	223285	48	223285:48	#FF8888
utig4-1221	0	0	0:0	#AAAAAA
utig4-1222	0	0	0:0	#AAAAAA
utig4-1223	0	0	0:0	#AAAAAA
utig4-1224	56	27294	56:27294	#8888FF
utig4-1225	24841	15	24841:15	#FF8888
utig4-1226	0	0	0:0	#AAAAAA
utig4-1227	5731	60	5731:60	#FF8888
utig4-1228	35	12817	35:12817	#8888FF
utig4-1229	152455	148	152455:148	#FF8888
utig4-1230	259	153784	259:153784	#8888FF
utig4-1231	0	8	0:8	#AAAAAA
utig4-1232	6	0	6:0	#AAAAAA
utig4-1233	34793	39	34793:39	#FF8888
utig4-1234	447	62568	447:62568	#8888FF
utig4-1235	66714	143	66714:143	#FF8888
utig4-1236	280	84253	280:84253	#8888FF
utig4-1237	0	1	0:1	#AAAAAA
utig4-1238	380726	15	380726:15	#FF8888
utig4-1239	40	32997	40:32997	#8888FF
utig4-1240	28470	27	28470:27	#FF8888
utig4-1241	0	0	0:0	#AAAAAA
utig4-1242	351683	178	351683:178	#FF8888
utig4-1243	299	328801	299:328801	#8888FF
utig4-1244	26	0	26:0	#AAAAAA
utig4-1245	7448	1	7448:1	#FF8888
utig4-1246	3	7197	3:7197	#8888FF
utig4-1247	0	0	0:0	#AAAAAA
utig4-1248	32	18804	32:18804	#8888FF
utig4-1249	21053	29	21053:29	#FF8888
utig4-1250	51055	34	51055:34	#FF8888
utig4-1251	111	49450	111:49450	#8888FF
utig4-1252	0	1	0:1	#AAAAAA
utig4-1253	0	0	0:0	#AAAAAA
utig4-1254	68	8635	68:8635	#8888FF
utig4-1255	6744	30	6744:30	#FF8888
utig4-1256	0	558	0:558	#8888FF
utig4-1257	0	800	0:800	#8888FF
utig4-1258	0	18	0:18	#AAAAAA
utig4-1259	0	0	0:0	#AAAAAA
utig4-1260	0	68	0:68	#AAAAAA
utig4-1261	3	0	3:0	#AAAAAA
utig4-1262	364	262315	364:262315	#8888FF
utig4-1263	254819	256	254819:256	#FF8888
